,Time,Activation,Underlying Relationship,Observations,Dimensions,Depth,Iteration
0,0.011703729629516602,ELU,lin,100,2,1,3
0,0.012003898620605469,ELU,lin,100,2,1,4
0,0.017514467239379883,PReLU,lin,100,2,1,0
0,0.022397279739379883,PReLU,lin,100,2,1,1
0,0.027383804321289062,PReLU,lin,100,2,1,2
0,0.02166128158569336,PReLU,lin,100,2,1,3
0,0.02183222770690918,PReLU,lin,100,2,1,4
0,0.026857852935791016,SELU,lin,100,2,1,0
0,0.019739627838134766,SELU,lin,100,2,1,1
0,0.018262386322021484,SELU,lin,100,2,1,2
0,0.01765918731689453,SELU,lin,100,2,1,3
0,0.024417638778686523,SELU,lin,100,2,1,4
0,0.02225494384765625,ALReLU,lin,100,2,1,0
0,0.018909454345703125,ALReLU,lin,100,2,1,1
0,0.021280527114868164,ALReLU,lin,100,2,1,2
0,0.02468085289001465,ALReLU,lin,100,2,1,3
0,0.02344346046447754,ALReLU,lin,100,2,1,4
0,0.01931905746459961,ReLU,lin,100,2,3,0
0,0.03197360038757324,ReLU,lin,100,2,3,1
0,0.028687477111816406,ReLU,lin,100,2,3,2
0,0.03230094909667969,ReLU,lin,100,2,3,3
0,0.02649092674255371,ReLU,lin,100,2,3,4
0,0.02295708656311035,Leaky_ReLU,lin,100,2,3,0
0,0.029722929000854492,Leaky_ReLU,lin,100,2,3,1
0,0.030597686767578125,Leaky_ReLU,lin,100,2,3,2
0,0.027332544326782227,Leaky_ReLU,lin,100,2,3,3
0,0.03024435043334961,Leaky_ReLU,lin,100,2,3,4
0,0.034571170806884766,ELU,lin,100,2,3,0
0,0.02557849884033203,ELU,lin,100,2,3,1
0,0.013852834701538086,ELU,lin,100,2,3,2
0,0.015684127807617188,ELU,lin,100,2,3,3
0,0.02579045295715332,ELU,lin,100,2,3,4
0,0.026456594467163086,PReLU,lin,100,2,3,0
0,0.04064321517944336,PReLU,lin,100,2,3,1
0,0.0367887020111084,PReLU,lin,100,2,3,2
0,0.02995896339416504,PReLU,lin,100,2,3,3
0,0.031069278717041016,PReLU,lin,100,2,3,4
0,0.017374515533447266,SELU,lin,100,2,3,0
0,0.02613687515258789,SELU,lin,100,2,3,1
0,0.026373624801635742,SELU,lin,100,2,3,2
0,0.02249431610107422,SELU,lin,100,2,3,3
0,0.03211236000061035,SELU,lin,100,2,3,4
0,0.0346379280090332,ALReLU,lin,100,2,3,0
0,0.04308271408081055,ALReLU,lin,100,2,3,1
0,0.026170969009399414,ALReLU,lin,100,2,3,2
0,0.03508162498474121,ALReLU,lin,100,2,3,3
0,0.016872167587280273,ALReLU,lin,100,2,3,4
0,0.0403139591217041,ReLU,lin,100,2,10,0
0,0.06740975379943848,ReLU,lin,100,2,10,1
0,0.06403374671936035,ReLU,lin,100,2,10,2
0,0.06429886817932129,ReLU,lin,100,2,10,3
0,0.0695803165435791,ReLU,lin,100,2,10,4
0,0.06550717353820801,Leaky_ReLU,lin,100,2,10,0
0,0.06919980049133301,Leaky_ReLU,lin,100,2,10,1
0,0.06710243225097656,Leaky_ReLU,lin,100,2,10,2
0,0.04357123374938965,Leaky_ReLU,lin,100,2,10,3
0,0.04880261421203613,Leaky_ReLU,lin,100,2,10,4
0,0.07993507385253906,ELU,lin,100,2,10,0
0,0.05027461051940918,ELU,lin,100,2,10,1
0,0.039083242416381836,ELU,lin,100,2,10,2
0,0.0704803466796875,ELU,lin,100,2,10,3
0,0.042093753814697266,ELU,lin,100,2,10,4
0,0.04837465286254883,PReLU,lin,100,2,10,0
0,0.08704304695129395,PReLU,lin,100,2,10,1
0,0.09597086906433105,PReLU,lin,100,2,10,2
0,0.08708047866821289,PReLU,lin,100,2,10,3
0,0.06471753120422363,PReLU,lin,100,2,10,4
0,0.07199883460998535,SELU,lin,100,2,10,0
0,0.06422591209411621,SELU,lin,100,2,10,1
0,0.07691240310668945,SELU,lin,100,2,10,2
0,0.06513118743896484,SELU,lin,100,2,10,3
0,0.05315208435058594,SELU,lin,100,2,10,4
0,0.09667778015136719,ALReLU,lin,100,2,10,0
0,0.04735302925109863,ALReLU,lin,100,2,10,1
0,0.06015443801879883,ALReLU,lin,100,2,10,2
0,0.09231185913085938,ALReLU,lin,100,2,10,3
0,0.04567527770996094,ALReLU,lin,100,2,10,4
0,0.16759514808654785,ReLU,lin,100,2,30,0
0,0.16866207122802734,ReLU,lin,100,2,30,1
0,0.15895509719848633,ReLU,lin,100,2,30,2
0,0.1001589298248291,ReLU,lin,100,2,30,3
0,0.17492198944091797,ReLU,lin,100,2,30,4
0,0.13678717613220215,Leaky_ReLU,lin,100,2,30,0
0,0.11908340454101562,Leaky_ReLU,lin,100,2,30,1
0,0.11180329322814941,Leaky_ReLU,lin,100,2,30,2
0,0.09499740600585938,Leaky_ReLU,lin,100,2,30,3
0,0.08073925971984863,Leaky_ReLU,lin,100,2,30,4
0,0.1404414176940918,ELU,lin,100,2,30,0
0,0.17818713188171387,ELU,lin,100,2,30,1
0,0.12395429611206055,ELU,lin,100,2,30,2
0,0.1480865478515625,ELU,lin,100,2,30,3
0,0.06375956535339355,ELU,lin,100,2,30,4
0,0.14190196990966797,PReLU,lin,100,2,30,0
0,0.13045310974121094,PReLU,lin,100,2,30,1
0,0.1574242115020752,PReLU,lin,100,2,30,2
0,0.08861541748046875,PReLU,lin,100,2,30,3
0,0.1094059944152832,PReLU,lin,100,2,30,4
0,0.06663775444030762,SELU,lin,100,2,30,0
0,0.08473920822143555,SELU,lin,100,2,30,1
0,0.1190941333770752,SELU,lin,100,2,30,2
0,0.09994721412658691,SELU,lin,100,2,30,3
0,0.1416611671447754,SELU,lin,100,2,30,4
0,0.15696120262145996,ALReLU,lin,100,2,30,0
0,0.13625884056091309,ALReLU,lin,100,2,30,1
0,0.1809065341949463,ALReLU,lin,100,2,30,2
0,0.12906432151794434,ALReLU,lin,100,2,30,3
0,0.18420743942260742,ALReLU,lin,100,2,30,4
0,0.01651906967163086,ReLU,sin,100,2,1,0
0,0.017966508865356445,ReLU,sin,100,2,1,1
0,0.01677417755126953,ReLU,sin,100,2,1,2
0,0.016812801361083984,ReLU,sin,100,2,1,3
0,0.016568899154663086,ReLU,sin,100,2,1,4
0,0.017928600311279297,Leaky_ReLU,sin,100,2,1,0
0,0.01773238182067871,Leaky_ReLU,sin,100,2,1,1
0,0.01664423942565918,Leaky_ReLU,sin,100,2,1,2
0,0.013217687606811523,Leaky_ReLU,sin,100,2,1,3
0,0.014172077178955078,Leaky_ReLU,sin,100,2,1,4
0,0.015338897705078125,ELU,sin,100,2,1,0
0,0.015966176986694336,ELU,sin,100,2,1,1
0,0.01597142219543457,ELU,sin,100,2,1,2
0,0.016939878463745117,ELU,sin,100,2,1,3
0,0.016166210174560547,ELU,sin,100,2,1,4
0,0.018924951553344727,PReLU,sin,100,2,1,0
0,0.01821303367614746,PReLU,sin,100,2,1,1
0,0.01642298698425293,PReLU,sin,100,2,1,2
0,0.007869958877563477,PReLU,sin,100,2,1,3
0,0.007640361785888672,PReLU,sin,100,2,1,4
0,0.006785154342651367,SELU,sin,100,2,1,0
0,0.006650686264038086,SELU,sin,100,2,1,1
0,0.006772518157958984,SELU,sin,100,2,1,2
0,0.006635904312133789,SELU,sin,100,2,1,3
0,0.006692647933959961,SELU,sin,100,2,1,4
0,0.007708311080932617,ALReLU,sin,100,2,1,0
0,0.008206367492675781,ALReLU,sin,100,2,1,1
0,0.00760960578918457,ALReLU,sin,100,2,1,2
0,0.007642269134521484,ALReLU,sin,100,2,1,3
0,0.009040594100952148,ALReLU,sin,100,2,1,4
0,0.01112508773803711,ReLU,sin,100,2,3,0
0,0.016734600067138672,ReLU,sin,100,2,3,1
0,0.022120952606201172,ReLU,sin,100,2,3,2
0,0.02251124382019043,ReLU,sin,100,2,3,3
0,0.020982027053833008,ReLU,sin,100,2,3,4
0,0.026629924774169922,Leaky_ReLU,sin,100,2,3,0
0,0.012041807174682617,Leaky_ReLU,sin,100,2,3,1
0,0.010987043380737305,Leaky_ReLU,sin,100,2,3,2
0,0.011084794998168945,Leaky_ReLU,sin,100,2,3,3
0,0.012506961822509766,Leaky_ReLU,sin,100,2,3,4
0,0.010982513427734375,ELU,sin,100,2,3,0
0,0.009874343872070312,ELU,sin,100,2,3,1
0,0.011504650115966797,ELU,sin,100,2,3,2
0,0.010968208312988281,ELU,sin,100,2,3,3
0,0.011019229888916016,ELU,sin,100,2,3,4
0,0.013239383697509766,PReLU,sin,100,2,3,0
0,0.013166189193725586,PReLU,sin,100,2,3,1
0,0.011329174041748047,PReLU,sin,100,2,3,2
0,0.013227462768554688,PReLU,sin,100,2,3,3
0,0.02355647087097168,PReLU,sin,100,2,3,4
0,0.013419389724731445,SELU,sin,100,2,3,0
0,0.011845827102661133,SELU,sin,100,2,3,1
0,0.011935234069824219,SELU,sin,100,2,3,2
0,0.012852668762207031,SELU,sin,100,2,3,3
0,0.013617515563964844,SELU,sin,100,2,3,4
0,0.01559758186340332,ALReLU,sin,100,2,3,0
0,0.027121543884277344,ALReLU,sin,100,2,3,1
0,0.033814430236816406,ALReLU,sin,100,2,3,2
0,0.03400540351867676,ALReLU,sin,100,2,3,3
0,0.018944501876831055,ALReLU,sin,100,2,3,4
0,0.02378535270690918,ReLU,sin,100,2,10,0
0,0.022695302963256836,ReLU,sin,100,2,10,1
0,0.035686492919921875,ReLU,sin,100,2,10,2
0,0.04502081871032715,ReLU,sin,100,2,10,3
0,0.0531458854675293,ReLU,sin,100,2,10,4
0,0.03075098991394043,Leaky_ReLU,sin,100,2,10,0
0,0.04671978950500488,Leaky_ReLU,sin,100,2,10,1
0,0.05000615119934082,Leaky_ReLU,sin,100,2,10,2
0,0.034922122955322266,Leaky_ReLU,sin,100,2,10,3
0,0.03075408935546875,Leaky_ReLU,sin,100,2,10,4
0,0.02295088768005371,ELU,sin,100,2,10,0
0,0.04143500328063965,ELU,sin,100,2,10,1
0,0.04622244834899902,ELU,sin,100,2,10,2
0,0.03308749198913574,ELU,sin,100,2,10,3
0,0.035707712173461914,ELU,sin,100,2,10,4
0,0.031612396240234375,PReLU,sin,100,2,10,0
0,0.03153848648071289,PReLU,sin,100,2,10,1
0,0.03648042678833008,PReLU,sin,100,2,10,2
0,0.030959606170654297,PReLU,sin,100,2,10,3
0,0.0341494083404541,PReLU,sin,100,2,10,4
0,0.02451038360595703,SELU,sin,100,2,10,0
0,0.022235631942749023,SELU,sin,100,2,10,1
0,0.03125810623168945,SELU,sin,100,2,10,2
0,0.04437088966369629,SELU,sin,100,2,10,3
0,0.04517054557800293,SELU,sin,100,2,10,4
0,0.07178544998168945,ALReLU,sin,100,2,10,0
0,0.053418636322021484,ALReLU,sin,100,2,10,1
0,0.04860210418701172,ALReLU,sin,100,2,10,2
0,0.055954933166503906,ALReLU,sin,100,2,10,3
0,0.05193281173706055,ALReLU,sin,100,2,10,4
0,0.0823056697845459,ReLU,sin,100,2,30,0
0,0.08777260780334473,ReLU,sin,100,2,30,1
0,0.12826752662658691,ReLU,sin,100,2,30,2
0,0.11755609512329102,ReLU,sin,100,2,30,3
0,0.07693028450012207,ReLU,sin,100,2,30,4
0,0.1492311954498291,Leaky_ReLU,sin,100,2,30,0
0,0.10662508010864258,Leaky_ReLU,sin,100,2,30,1
0,0.148423433303833,Leaky_ReLU,sin,100,2,30,2
0,0.10080671310424805,Leaky_ReLU,sin,100,2,30,3
0,0.07469630241394043,Leaky_ReLU,sin,100,2,30,4
0,0.09327554702758789,ELU,sin,100,2,30,0
0,0.09566783905029297,ELU,sin,100,2,30,1
0,0.10909152030944824,ELU,sin,100,2,30,2
0,0.14695453643798828,ELU,sin,100,2,30,3
0,0.09463262557983398,ELU,sin,100,2,30,4
0,0.10706329345703125,PReLU,sin,100,2,30,0
0,0.11663532257080078,PReLU,sin,100,2,30,1
0,0.1550312042236328,PReLU,sin,100,2,30,2
0,0.12328791618347168,PReLU,sin,100,2,30,3
0,0.1392219066619873,PReLU,sin,100,2,30,4
0,0.09163761138916016,SELU,sin,100,2,30,0
0,0.1456148624420166,SELU,sin,100,2,30,1
0,0.09706568717956543,SELU,sin,100,2,30,2
0,0.11773204803466797,SELU,sin,100,2,30,3
0,0.09767723083496094,SELU,sin,100,2,30,4
0,0.18305611610412598,ALReLU,sin,100,2,30,0
0,0.1382303237915039,ALReLU,sin,100,2,30,1
0,0.1882152557373047,ALReLU,sin,100,2,30,2
0,0.18577909469604492,ALReLU,sin,100,2,30,3
0,0.17090916633605957,ALReLU,sin,100,2,30,4
0,0.013000011444091797,ReLU,qdr,100,2,1,0
0,0.009327173233032227,ReLU,qdr,100,2,1,1
0,0.010154247283935547,ReLU,qdr,100,2,1,2
0,0.010509729385375977,ReLU,qdr,100,2,1,3
0,0.010001897811889648,ReLU,qdr,100,2,1,4
0,0.008999824523925781,Leaky_ReLU,qdr,100,2,1,0
0,0.009000062942504883,Leaky_ReLU,qdr,100,2,1,1
0,0.00899958610534668,Leaky_ReLU,qdr,100,2,1,2
0,0.010201215744018555,Leaky_ReLU,qdr,100,2,1,3
0,0.009000539779663086,Leaky_ReLU,qdr,100,2,1,4
0,0.00899958610534668,ELU,qdr,100,2,1,0
0,0.010001659393310547,ELU,qdr,100,2,1,1
0,0.01100015640258789,ELU,qdr,100,2,1,2
0,0.010001897811889648,ELU,qdr,100,2,1,3
0,0.009151220321655273,ELU,qdr,100,2,1,4
0,0.011233806610107422,PReLU,qdr,100,2,1,0
0,0.007999658584594727,PReLU,qdr,100,2,1,1
0,0.008950948715209961,PReLU,qdr,100,2,1,2
0,0.01053762435913086,PReLU,qdr,100,2,1,3
0,0.010941743850708008,PReLU,qdr,100,2,1,4
0,0.011855840682983398,SELU,qdr,100,2,1,0
0,0.010954618453979492,SELU,qdr,100,2,1,1
0,0.009397268295288086,SELU,qdr,100,2,1,2
0,0.00897073745727539,SELU,qdr,100,2,1,3
0,0.013267755508422852,SELU,qdr,100,2,1,4
0,0.009674310684204102,ALReLU,qdr,100,2,1,0
0,0.00973963737487793,ALReLU,qdr,100,2,1,1
0,0.010006427764892578,ALReLU,qdr,100,2,1,2
0,0.008527994155883789,ALReLU,qdr,100,2,1,3
0,0.011293172836303711,ALReLU,qdr,100,2,1,4
0,0.014941215515136719,ReLU,qdr,100,2,3,0
0,0.013556480407714844,ReLU,qdr,100,2,3,1
0,0.013334512710571289,ReLU,qdr,100,2,3,2
0,0.013246297836303711,ReLU,qdr,100,2,3,3
0,0.01759195327758789,ReLU,qdr,100,2,3,4
0,0.02613663673400879,Leaky_ReLU,qdr,100,2,3,0
0,0.010605335235595703,Leaky_ReLU,qdr,100,2,3,1
0,0.015444755554199219,Leaky_ReLU,qdr,100,2,3,2
0,0.014919281005859375,Leaky_ReLU,qdr,100,2,3,3
0,0.01074528694152832,Leaky_ReLU,qdr,100,2,3,4
0,0.012079954147338867,ELU,qdr,100,2,3,0
0,0.011251211166381836,ELU,qdr,100,2,3,1
0,0.011167049407958984,ELU,qdr,100,2,3,2
0,0.024410486221313477,ELU,qdr,100,2,3,3
0,0.025786161422729492,ELU,qdr,100,2,3,4
0,0.03168201446533203,PReLU,qdr,100,2,3,0
0,0.03035879135131836,PReLU,qdr,100,2,3,1
0,0.032135009765625,PReLU,qdr,100,2,3,2
0,0.02804708480834961,PReLU,qdr,100,2,3,3
0,0.014622211456298828,PReLU,qdr,100,2,3,4
0,0.011520624160766602,SELU,qdr,100,2,3,0
0,0.027828693389892578,SELU,qdr,100,2,3,1
0,0.02744269371032715,SELU,qdr,100,2,3,2
0,0.02302384376525879,SELU,qdr,100,2,3,3
0,0.02736496925354004,SELU,qdr,100,2,3,4
0,0.037236928939819336,ALReLU,qdr,100,2,3,0
0,0.019864797592163086,ALReLU,qdr,100,2,3,1
0,0.013057708740234375,ALReLU,qdr,100,2,3,2
0,0.013845682144165039,ALReLU,qdr,100,2,3,3
0,0.013195037841796875,ALReLU,qdr,100,2,3,4
0,0.02342987060546875,ReLU,qdr,100,2,10,0
0,0.0232999324798584,ReLU,qdr,100,2,10,1
0,0.0233919620513916,ReLU,qdr,100,2,10,2
0,0.0328211784362793,ReLU,qdr,100,2,10,3
0,0.025252342224121094,ReLU,qdr,100,2,10,4
0,0.02384352684020996,Leaky_ReLU,qdr,100,2,10,0
0,0.022412538528442383,Leaky_ReLU,qdr,100,2,10,1
0,0.03943181037902832,Leaky_ReLU,qdr,100,2,10,2
0,0.03365612030029297,Leaky_ReLU,qdr,100,2,10,3
0,0.03280162811279297,Leaky_ReLU,qdr,100,2,10,4
0,0.05037045478820801,ELU,qdr,100,2,10,0
0,0.024387121200561523,ELU,qdr,100,2,10,1
0,0.03279376029968262,ELU,qdr,100,2,10,2
0,0.02319931983947754,ELU,qdr,100,2,10,3
0,0.023093461990356445,ELU,qdr,100,2,10,4
0,0.038718223571777344,PReLU,qdr,100,2,10,0
0,0.05856490135192871,PReLU,qdr,100,2,10,1
0,0.07117605209350586,PReLU,qdr,100,2,10,2
0,0.04025006294250488,PReLU,qdr,100,2,10,3
0,0.05918526649475098,PReLU,qdr,100,2,10,4
0,0.047550201416015625,SELU,qdr,100,2,10,0
0,0.05399894714355469,SELU,qdr,100,2,10,1
0,0.03128933906555176,SELU,qdr,100,2,10,2
0,0.02716684341430664,SELU,qdr,100,2,10,3
0,0.022370576858520508,SELU,qdr,100,2,10,4
0,0.046121835708618164,ALReLU,qdr,100,2,10,0
0,0.0780949592590332,ALReLU,qdr,100,2,10,1
0,0.10443234443664551,ALReLU,qdr,100,2,10,2
0,0.0648648738861084,ALReLU,qdr,100,2,10,3
0,0.04642820358276367,ALReLU,qdr,100,2,10,4
0,0.0726785659790039,ReLU,qdr,100,2,30,0
0,0.07053065299987793,ReLU,qdr,100,2,30,1
0,0.0812535285949707,ReLU,qdr,100,2,30,2
0,0.10964226722717285,ReLU,qdr,100,2,30,3
0,0.09364676475524902,ReLU,qdr,100,2,30,4
0,0.12847638130187988,Leaky_ReLU,qdr,100,2,30,0
0,0.13826584815979004,Leaky_ReLU,qdr,100,2,30,1
0,0.1150977611541748,Leaky_ReLU,qdr,100,2,30,2
0,0.0902259349822998,Leaky_ReLU,qdr,100,2,30,3
0,0.08049488067626953,Leaky_ReLU,qdr,100,2,30,4
0,0.07909917831420898,ELU,qdr,100,2,30,0
0,0.10229110717773438,ELU,qdr,100,2,30,1
0,0.08591675758361816,ELU,qdr,100,2,30,2
0,0.07355546951293945,ELU,qdr,100,2,30,3
0,0.08838796615600586,ELU,qdr,100,2,30,4
0,0.18450188636779785,PReLU,qdr,100,2,30,0
0,0.15842270851135254,PReLU,qdr,100,2,30,1
0,0.1982128620147705,PReLU,qdr,100,2,30,2
0,0.1751422882080078,PReLU,qdr,100,2,30,3
0,0.09205913543701172,PReLU,qdr,100,2,30,4
0,0.10776138305664062,SELU,qdr,100,2,30,0
0,0.10934162139892578,SELU,qdr,100,2,30,1
0,0.14849472045898438,SELU,qdr,100,2,30,2
0,0.08378171920776367,SELU,qdr,100,2,30,3
0,0.13025116920471191,SELU,qdr,100,2,30,4
0,0.2365875244140625,ALReLU,qdr,100,2,30,0
0,0.24299192428588867,ALReLU,qdr,100,2,30,1
0,0.2390749454498291,ALReLU,qdr,100,2,30,2
0,0.20562386512756348,ALReLU,qdr,100,2,30,3
0,0.1441042423248291,ALReLU,qdr,100,2,30,4
0,0.018990516662597656,ReLU,exp,100,2,1,0
0,0.024631738662719727,ReLU,exp,100,2,1,1
0,0.015544652938842773,ReLU,exp,100,2,1,2
0,0.011045694351196289,ReLU,exp,100,2,1,3
0,0.01559758186340332,ReLU,exp,100,2,1,4
0,0.01571369171142578,Leaky_ReLU,exp,100,2,1,0
0,0.024260282516479492,Leaky_ReLU,exp,100,2,1,1
0,0.01508641242980957,Leaky_ReLU,exp,100,2,1,2
0,0.011916875839233398,Leaky_ReLU,exp,100,2,1,3
0,0.008695363998413086,Leaky_ReLU,exp,100,2,1,4
0,0.016178369522094727,ELU,exp,100,2,1,0
0,0.018112897872924805,ELU,exp,100,2,1,1
0,0.018773317337036133,ELU,exp,100,2,1,2
0,0.016143321990966797,ELU,exp,100,2,1,3
0,0.007998943328857422,ELU,exp,100,2,1,4
0,0.01678943634033203,PReLU,exp,100,2,1,0
0,0.021016836166381836,PReLU,exp,100,2,1,1
0,0.02809453010559082,PReLU,exp,100,2,1,2
0,0.024369001388549805,PReLU,exp,100,2,1,3
0,0.021764516830444336,PReLU,exp,100,2,1,4
0,0.018674850463867188,SELU,exp,100,2,1,0
0,0.021313905715942383,SELU,exp,100,2,1,1
0,0.016695737838745117,SELU,exp,100,2,1,2
0,0.019017457962036133,SELU,exp,100,2,1,3
0,0.017760515213012695,SELU,exp,100,2,1,4
0,0.026099205017089844,ALReLU,exp,100,2,1,0
0,0.02424788475036621,ALReLU,exp,100,2,1,1
0,0.02489948272705078,ALReLU,exp,100,2,1,2
0,0.019916772842407227,ALReLU,exp,100,2,1,3
0,0.009456396102905273,ALReLU,exp,100,2,1,4
0,0.015549898147583008,ReLU,exp,100,2,3,0
0,0.031380653381347656,ReLU,exp,100,2,3,1
0,0.028094768524169922,ReLU,exp,100,2,3,2
0,0.033738136291503906,ReLU,exp,100,2,3,3
0,0.029922962188720703,ReLU,exp,100,2,3,4
0,0.03272056579589844,Leaky_ReLU,exp,100,2,3,0
0,0.02491164207458496,Leaky_ReLU,exp,100,2,3,1
0,0.01822209358215332,Leaky_ReLU,exp,100,2,3,2
0,0.020446300506591797,Leaky_ReLU,exp,100,2,3,3
0,0.0316009521484375,Leaky_ReLU,exp,100,2,3,4
0,0.028302669525146484,ELU,exp,100,2,3,0
0,0.016922712326049805,ELU,exp,100,2,3,1
0,0.00981450080871582,ELU,exp,100,2,3,2
0,0.01229715347290039,ELU,exp,100,2,3,3
0,0.012480974197387695,ELU,exp,100,2,3,4
0,0.01819443702697754,PReLU,exp,100,2,3,0
0,0.030930280685424805,PReLU,exp,100,2,3,1
0,0.025312185287475586,PReLU,exp,100,2,3,2
0,0.03384590148925781,PReLU,exp,100,2,3,3
0,0.03224611282348633,PReLU,exp,100,2,3,4
0,0.027957439422607422,SELU,exp,100,2,3,0
0,0.03130626678466797,SELU,exp,100,2,3,1
0,0.02907562255859375,SELU,exp,100,2,3,2
0,0.027753114700317383,SELU,exp,100,2,3,3
0,0.017522573471069336,SELU,exp,100,2,3,4
0,0.013658523559570312,ALReLU,exp,100,2,3,0
0,0.030229568481445312,ALReLU,exp,100,2,3,1
0,0.03613781929016113,ALReLU,exp,100,2,3,2
0,0.03772997856140137,ALReLU,exp,100,2,3,3
0,0.03757429122924805,ALReLU,exp,100,2,3,4
0,0.06228041648864746,ReLU,exp,100,2,10,0
0,0.07119274139404297,ReLU,exp,100,2,10,1
0,0.04062199592590332,ReLU,exp,100,2,10,2
0,0.03686261177062988,ReLU,exp,100,2,10,3
0,0.031839609146118164,ReLU,exp,100,2,10,4
0,0.025671958923339844,Leaky_ReLU,exp,100,2,10,0
0,0.036389827728271484,Leaky_ReLU,exp,100,2,10,1
0,0.03824305534362793,Leaky_ReLU,exp,100,2,10,2
0,0.02911543846130371,Leaky_ReLU,exp,100,2,10,3
0,0.03327322006225586,Leaky_ReLU,exp,100,2,10,4
0,0.06191682815551758,ELU,exp,100,2,10,0
0,0.061391592025756836,ELU,exp,100,2,10,1
0,0.05599021911621094,ELU,exp,100,2,10,2
0,0.07022356986999512,ELU,exp,100,2,10,3
0,0.06369638442993164,ELU,exp,100,2,10,4
0,0.09255504608154297,PReLU,exp,100,2,10,0
0,0.09111618995666504,PReLU,exp,100,2,10,1
0,0.08306622505187988,PReLU,exp,100,2,10,2
0,0.08570027351379395,PReLU,exp,100,2,10,3
0,0.07145428657531738,PReLU,exp,100,2,10,4
0,0.06212973594665527,SELU,exp,100,2,10,0
0,0.05456852912902832,SELU,exp,100,2,10,1
0,0.048775434494018555,SELU,exp,100,2,10,2
0,0.0743415355682373,SELU,exp,100,2,10,3
0,0.07577776908874512,SELU,exp,100,2,10,4
0,0.038190603256225586,ALReLU,exp,100,2,10,0
0,0.06544137001037598,ALReLU,exp,100,2,10,1
0,0.04606747627258301,ALReLU,exp,100,2,10,2
0,0.03930354118347168,ALReLU,exp,100,2,10,3
0,0.08166003227233887,ALReLU,exp,100,2,10,4
0,0.17935419082641602,ReLU,exp,100,2,30,0
0,0.19299983978271484,ReLU,exp,100,2,30,1
0,0.16548514366149902,ReLU,exp,100,2,30,2
0,0.1438460350036621,ReLU,exp,100,2,30,3
0,0.1670088768005371,ReLU,exp,100,2,30,4
0,0.17919254302978516,Leaky_ReLU,exp,100,2,30,0
0,0.1371614933013916,Leaky_ReLU,exp,100,2,30,1
0,0.1403512954711914,Leaky_ReLU,exp,100,2,30,2
0,0.14389753341674805,Leaky_ReLU,exp,100,2,30,3
0,0.17490744590759277,Leaky_ReLU,exp,100,2,30,4
0,0.13340020179748535,ELU,exp,100,2,30,0
0,0.1073598861694336,ELU,exp,100,2,30,1
0,0.08510303497314453,ELU,exp,100,2,30,2
0,0.08719635009765625,ELU,exp,100,2,30,3
0,0.060508012771606445,ELU,exp,100,2,30,4
0,0.1087799072265625,PReLU,exp,100,2,30,0
0,0.08598709106445312,PReLU,exp,100,2,30,1
0,0.10802006721496582,PReLU,exp,100,2,30,2
0,0.15918731689453125,PReLU,exp,100,2,30,3
0,0.16068077087402344,PReLU,exp,100,2,30,4
0,0.10167145729064941,SELU,exp,100,2,30,0
0,0.1249244213104248,SELU,exp,100,2,30,1
0,0.14716124534606934,SELU,exp,100,2,30,2
0,0.06865501403808594,SELU,exp,100,2,30,3
0,0.13791298866271973,SELU,exp,100,2,30,4
0,0.14637184143066406,ALReLU,exp,100,2,30,0
0,0.16402173042297363,ALReLU,exp,100,2,30,1
0,0.1661074161529541,ALReLU,exp,100,2,30,2
0,0.1432492733001709,ALReLU,exp,100,2,30,3
0,0.1647810935974121,ALReLU,exp,100,2,30,4
0,0.023633956909179688,ReLU,lin,100,5,1,0
0,0.023720979690551758,ReLU,lin,100,5,1,1
0,0.021947383880615234,ReLU,lin,100,5,1,2
0,0.015893220901489258,ReLU,lin,100,5,1,3
0,0.01099848747253418,ReLU,lin,100,5,1,4
0,0.008961200714111328,Leaky_ReLU,lin,100,5,1,0
0,0.008129119873046875,Leaky_ReLU,lin,100,5,1,1
0,0.013456583023071289,Leaky_ReLU,lin,100,5,1,2
0,0.012999773025512695,Leaky_ReLU,lin,100,5,1,3
0,0.009166955947875977,Leaky_ReLU,lin,100,5,1,4
0,0.0071713924407958984,ELU,lin,100,5,1,0
0,0.0061511993408203125,ELU,lin,100,5,1,1
0,0.006469011306762695,ELU,lin,100,5,1,2
0,0.007187604904174805,ELU,lin,100,5,1,3
0,0.0062198638916015625,ELU,lin,100,5,1,4
0,0.008291006088256836,PReLU,lin,100,5,1,0
0,0.008495330810546875,PReLU,lin,100,5,1,1
0,0.014614582061767578,PReLU,lin,100,5,1,2
0,0.01821756362915039,PReLU,lin,100,5,1,3
0,0.017628192901611328,PReLU,lin,100,5,1,4
0,0.008688688278198242,SELU,lin,100,5,1,0
0,0.006136178970336914,SELU,lin,100,5,1,1
0,0.006431102752685547,SELU,lin,100,5,1,2
0,0.006159782409667969,SELU,lin,100,5,1,3
0,0.00662994384765625,SELU,lin,100,5,1,4
0,0.007506132125854492,ALReLU,lin,100,5,1,0
0,0.00782012939453125,ALReLU,lin,100,5,1,1
0,0.007536411285400391,ALReLU,lin,100,5,1,2
0,0.007839441299438477,ALReLU,lin,100,5,1,3
0,0.007586956024169922,ALReLU,lin,100,5,1,4
0,0.012064218521118164,ReLU,lin,100,5,3,0
0,0.02823615074157715,ReLU,lin,100,5,3,1
0,0.025441646575927734,ReLU,lin,100,5,3,2
